user_id,employee_name,role,email,days_active,total_lifetime_hours,total_activity,login_count,unique_pcs,file_access_count,file_copy_count,removable_uploads,removable_downloads,decoy_access_count,after_hours_activity,weekend_activity,email_sent_count,total_email_size,attachment_count,device_activity_count,device_connect_count,device_disconnect_count,device_unique_pcs,device_after_hours,device_weekend_usage,avg_session_duration,window_7_days,window_30_days,baseline_90_days,login_per_day,avg_active_hours_per_day,device_usage_per_day,file_access_per_day,file_copy_per_day,email_sent_per_day,usb_upload_per_day,usb_download_per_day,device_connect_per_day,device_disconnect_per_day,decoy_access_per_day,activity_per_day,actions_per_hour,avg_email_size,connect_disconnect_ratio,drift_7d_vs_30d,drift_30d_vs_90d,anomaly_score,prediction,risk_score,explanation,prediction_label,severity
LKF0335,Linus Kenyon Franco,StockroomClerk,Linus.Kenyon.Franco@dtaa.com,30.0,85.0,68.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,8.0,2920901.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,68,88,1.0,2.83,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,2.27,0.8,365112.62,0.0,1.07,2.32,-0.5152338377212787,1,48.01452020902489,,Normal,Low
NBW2810,Nyssa Beverly Ward,ProductionLineWorker,Nyssa.Beverly.Ward@dtaa.com,356.0,1292.0,2668.0,447.0,82.0,690.0,234.0,176.0,356.0,158.0,384.0,0.0,109.0,175750770.0,161.0,272.0,137.0,135.0,1.0,23.0,0.0,0.5676605,39,126,403,1.26,3.63,0.76,1.94,0.66,0.31,0.49,1.0,0.38,0.38,0.44,7.49,2.07,1612392.4,1.01,1.32,0.94,-0.5222559459746361,1,47.80945521535013,,Normal,Low
RCH2447,Reagan Cecilia Hawkins,Mathematician,Reagan.Cecilia.Hawkins@dtaa.com,498.0,2630.0,3220.0,955.0,1.0,122.0,0.0,0.0,0.0,122.0,626.0,398.0,1517.0,859384060.0,958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98,362,1065,1.92,5.28,0.0,0.24,0.0,3.05,0.0,0.0,0.0,0.0,0.24,6.47,1.22,566502.4,0.0,1.16,1.02,-0.5080714328111677,1,47.76976125982132,,Normal,Low
DLM2440,Dorian Lev Maldonado,ITAdmin,Dorian.Lev.Maldonado@dtaa.com,356.0,2765.0,13321.0,1686.0,922.0,2713.0,1180.0,909.0,1485.0,319.0,2044.0,0.0,1334.0,755210000.0,662.0,1970.0,985.0,985.0,876.0,1607.0,0.0,0.039515596,152,707,2092,4.74,7.77,5.53,7.62,3.31,3.75,2.55,4.17,2.77,2.77,0.9,37.42,4.82,566124.44,1.0,0.92,1.01,-0.5232845776961333,1,47.65827281277041,,Normal,Low
BMM0462,Brent Macon Munoz,ITAdmin,Brent.Macon.Munoz@dtaa.com,356.0,2721.0,13246.0,1685.0,910.0,2707.0,1156.0,860.0,1460.0,387.0,2060.0,0.0,1338.0,1255881300.0,1215.0,1980.0,990.0,990.0,859.0,1618.0,0.0,0.036632158,162,722,2203,4.73,7.64,5.56,7.6,3.25,3.76,2.42,4.1,2.78,2.78,1.09,37.21,4.87,938625.8,1.0,0.96,0.98,-0.5231203362832624,1,47.61328458159847,,Normal,Low
ASW1918,Anne Sydney Wall,ComputerProgrammer,Anne.Sydney.Wall@dtaa.com,362.0,2064.0,3220.0,752.0,55.0,388.0,28.0,24.0,55.0,309.0,486.0,9.0,1223.0,699851000.0,824.0,264.0,132.0,132.0,1.0,47.0,0.0,0.48863846,82,308,968,2.08,5.7,0.73,1.07,0.08,3.38,0.07,0.15,0.36,0.36,0.85,8.9,1.56,572241.2,1.0,1.14,0.95,-0.5316239248793042,1,47.57182759018924,,Normal,Low
IMH0562,Ingrid Maxine Humphrey,HardwareEngineer,Ingrid.Maxine.Humphrey@dtaa.com,361.0,1944.0,4404.0,429.0,41.0,1064.0,281.0,211.0,421.0,432.0,626.0,10.0,1085.0,558580300.0,665.0,287.0,144.0,143.0,1.0,22.0,0.0,0.67624515,65,293,901,1.19,5.39,0.8,2.95,0.78,3.01,0.58,1.17,0.4,0.4,1.2,12.2,2.27,514820.53,1.01,0.95,0.98,-0.521372741536727,1,47.42380985922882,,Normal,Low
IMR3660,Ivy Maryam Robertson,ProductionLineWorker,Ivy.Maryam.Robertson@dtaa.com,356.0,2026.0,8568.0,480.0,109.0,2590.0,1169.0,849.0,1483.0,258.0,406.0,0.0,126.0,111508930.0,127.0,1465.0,737.0,728.0,1.0,196.0,0.0,0.52704823,84,292,925,1.35,5.69,4.12,7.28,3.28,0.35,2.38,4.17,2.07,2.04,0.72,24.07,4.23,884991.5,1.01,1.23,0.95,-0.5206795058050556,1,47.40486752592383,,Normal,Low
LWB2851,Laura Wynne Brennan,ProductionLineWorker,Laura.Wynne.Brennan@dtaa.com,443.0,1731.0,2936.0,803.0,11.0,526.0,244.0,168.0,306.0,52.0,444.0,214.0,157.0,75629890.0,67.0,288.0,146.0,142.0,1.0,47.0,46.0,0.5267723,39,148,482,1.81,3.91,0.65,1.19,0.55,0.35,0.38,0.69,0.33,0.32,0.12,6.63,1.7,481719.03,1.03,1.13,0.92,-0.5206031288957581,1,47.38526566734747,,Normal,Low
FAJ0523,Florence Audra Justice,TechnicalWriter,Florence.Audra.Justice@dtaa.com,361.0,1922.0,8097.0,676.0,1.0,2559.0,886.0,619.0,1510.0,430.0,432.0,9.0,1124.0,285862980.0,257.0,291.0,147.0,144.0,1.0,28.0,0.0,0.5035204,114,385,1130,1.87,5.32,0.81,7.09,2.45,3.11,1.71,4.18,0.41,0.4,1.19,22.43,4.21,254326.48,1.02,1.27,1.02,-0.5549030974480005,1,47.29173410289942,,Normal,Low
CSB1660,Coby Samuel Bell,Salesman,Coby.Samuel.Bell@dtaa.com,356.0,2020.0,8649.0,369.0,14.0,2500.0,1101.0,807.0,1425.0,268.0,376.0,0.0,1826.0,1062897340.0,1218.0,245.0,124.0,121.0,1.0,46.0,0.0,0.60459363,116,520,1540,1.04,5.67,0.69,7.02,3.09,5.13,2.27,4.0,0.35,0.34,0.75,24.29,4.28,582090.56,1.02,0.95,1.01,-0.5312948916518994,1,47.25889905224131,,Normal,Low
GAH0525,Glenna Althea Hood,TechnicalWriter,Glenna.Althea.Hood@dtaa.com,432.0,2456.0,7991.0,862.0,79.0,1862.0,819.0,599.0,1090.0,173.0,448.0,225.0,1342.0,806625300.0,852.0,969.0,490.0,479.0,1.0,121.0,147.0,0.4431369,123,467,1306,2.0,5.69,2.24,4.31,1.9,3.11,1.39,2.52,1.13,1.11,0.4,18.5,3.25,601062.06,1.02,1.13,1.07,-0.5546149951540252,1,47.224325584144104,,Normal,Low
ABO1173,Azalia Brynn Orr,HardwareEngineer,Azalia.Brynn.Orr@dtaa.com,363.0,2396.0,5732.0,712.0,1.0,1395.0,363.0,263.0,611.0,521.0,519.0,11.0,1079.0,711816900.0,669.0,790.0,396.0,394.0,1.0,96.0,0.0,0.50718206,74,357,1117,1.96,6.6,2.18,3.84,1.0,2.97,0.72,1.68,1.09,1.09,1.44,15.79,2.39,659700.56,1.01,0.89,0.96,-0.520525351219137,1,47.19884541283559,,Normal,Low
KOR1163,Kelly Oleg Randolph,MaterialsEngineer,Kelly.Oleg.Randolph@dtaa.com,410.0,2353.0,4408.0,862.0,108.0,519.0,206.0,170.0,259.0,90.0,841.0,163.0,1269.0,756633900.0,800.0,282.0,141.0,141.0,1.0,15.0,46.0,0.5730772,78,338,1017,2.1,5.74,0.69,1.27,0.5,3.1,0.41,0.63,0.34,0.34,0.22,10.75,1.87,596244.25,1.0,0.99,1.0,-0.5260832055727493,1,47.19544437432558,,Normal,Low
OKG1889,Oliver Kermit Griffith,MechanicalEngineer,Oliver.Kermit.Griffith@dtaa.com,358.0,2208.0,7356.0,758.0,86.0,1844.0,809.0,619.0,1046.0,179.0,430.0,2.0,1117.0,686392900.0,717.0,733.0,367.0,366.0,1.0,128.0,0.0,0.5153514,91,417,1221,2.12,6.17,2.05,5.15,2.26,3.12,1.73,2.92,1.03,1.02,0.5,20.55,3.33,614496.75,1.0,0.93,1.02,-0.5172969216718912,1,47.16608094927515,,Normal,Low
SWO3258,Sydney Willow Olson,StockroomClerk,Sydney.Willow.Olson@dtaa.com,361.0,1263.0,1537.0,413.0,1.0,122.0,42.0,31.0,73.0,18.0,463.0,9.0,130.0,67299060.0,62.0,263.0,133.0,130.0,1.0,30.0,0.0,0.6952885,24,86,269,1.14,3.5,0.73,0.34,0.12,0.36,0.09,0.2,0.37,0.36,0.05,4.26,1.22,517685.03,1.02,1.19,0.96,-0.511720452389336,1,47.08239976145033,,Normal,Low
NTC2663,Noelle Taylor Cantrell,TestEngineer,Noelle.Taylor.Cantrell@dtaa.com,356.0,1745.0,2945.0,391.0,35.0,372.0,144.0,105.0,189.0,78.0,376.0,0.0,1085.0,640366600.0,719.0,283.0,142.0,141.0,1.0,34.0,0.0,0.6602423,64,258,781,1.1,4.9,0.79,1.04,0.4,3.05,0.29,0.53,0.4,0.4,0.22,8.27,1.69,590199.6,1.01,1.06,0.99,-0.5083136144397329,1,47.07785550151961,,Normal,Low
TDV3188,Tobias Davis Vinson,Scientist,Tobias.Davis.Vinson@dtaa.com,356.0,2097.0,6619.0,758.0,108.0,1556.0,689.0,479.0,926.0,151.0,400.0,0.0,1085.0,729699460.0,808.0,726.0,364.0,362.0,1.0,180.0,0.0,0.48443064,99,399,1248,2.13,5.89,2.04,4.37,1.94,3.05,1.35,2.6,1.02,1.02,0.42,18.59,3.16,672534.06,1.01,1.06,0.96,-0.5194979595206747,1,47.03873408140055,,Normal,Low
DAE1437,Duncan Ali England,MaterialsEngineer,Duncan.Ali.England@dtaa.com,467.0,2543.0,2956.0,985.0,126.0,51.0,0.0,0.0,0.0,51.0,483.0,357.0,1437.0,1047010370.0,1034.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,361,1033,2.11,5.45,0.0,0.11,0.0,3.08,0.0,0.0,0.0,0.0,0.11,6.33,1.16,728608.4,0.0,1.2,1.05,-0.5253984053927677,1,47.02238861085469,,Normal,Low
OAP2825,Ocean Aretha Pennington,StockroomClerk,Ocean.Aretha.Pennington@dtaa.com,356.0,2091.0,5489.0,710.0,76.0,1332.0,441.0,309.0,787.0,236.0,398.0,0.0,115.0,150693150.0,152.0,1397.0,702.0,695.0,1.0,321.0,0.0,0.4559342,45,258,751,1.99,5.87,3.92,3.74,1.24,0.32,0.87,2.21,1.97,1.95,0.66,15.42,2.63,1310375.2,1.01,0.75,1.03,-0.5113868872318896,1,46.99390309100906,,Normal,Low
SER0621,Shana Ella Ramos,ComputerScientist,Shana.Ella.Ramos@dtaa.com,502.0,2462.0,3265.0,567.0,1.0,370.0,0.0,0.0,0.0,370.0,624.0,321.0,1704.0,420821380.0,445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,377,1137,1.13,4.9,0.0,0.74,0.0,3.39,0.0,0.0,0.0,0.0,0.74,6.5,1.33,246960.9,0.0,0.96,0.99,-0.49816035406125414,1,46.98841781670827,,Normal,Low
RTP0754,Robert Timon Parsons,HardwareEngineer,Robert.Timon.Parsons@dtaa.com,399.0,2211.0,3506.0,774.0,58.0,604.0,56.0,64.0,94.0,446.0,418.0,128.0,1214.0,718732700.0,879.0,282.0,142.0,140.0,1.0,42.0,30.0,0.5590873,104,361,1010,1.94,5.54,0.71,1.51,0.14,3.04,0.16,0.24,0.36,0.35,1.12,8.79,1.59,592036.8,1.01,1.23,1.07,-0.5194778433044985,1,46.92075392038216,,Normal,Low
MAS3218,Meredith Anne Solomon,ElectricalEngineer,Meredith.Anne.Solomon@dtaa.com,295.0,1912.0,3576.0,580.0,13.0,503.0,209.0,142.0,293.0,68.0,385.0,11.0,879.0,189203280.0,210.0,585.0,294.0,291.0,1.0,89.0,0.0,0.5692717,91,356,966,1.97,6.48,1.98,1.71,0.71,2.98,0.48,0.99,1.0,0.99,0.23,12.12,1.87,215248.31,1.01,1.09,1.11,-0.5128364667165098,1,46.910010601746365,,Normal,Low
AKG2702,Aubrey Kimberly Grant,MechanicalEngineer,Aubrey.Kimberly.Grant@dtaa.com,356.0,2182.0,8781.0,650.0,21.0,2262.0,1006.0,764.0,1261.0,237.0,356.0,0.0,1104.0,909340740.0,1015.0,1378.0,692.0,686.0,1.0,86.0,0.0,0.42211962,114,464,1414,1.83,6.13,3.87,6.35,2.83,3.1,2.15,3.54,1.94,1.93,0.67,24.67,4.02,823678.2,1.01,1.05,0.98,-0.5160185532515493,1,46.84370843843112,,Normal,Low
LXS0332,Lara Xerxes Salas,AdministrativeAssistant,Lara.Xerxes.Salas@dtaa.com,467.0,2536.0,3355.0,992.0,126.0,127.0,0.0,0.0,0.0,127.0,510.0,383.0,1726.0,847382500.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,375,1204,2.12,5.43,0.0,0.27,0.0,3.7,0.0,0.0,0.0,0.0,0.27,7.18,1.32,490951.62,0.0,0.9,0.93,-0.49742115173110757,1,46.84276223839554,,Normal,Low
BDP3912,Brandon Damian Pittman,StockroomClerk,Brandon.Damian.Pittman@dtaa.com,356.0,1159.0,1330.0,356.0,1.0,114.0,43.0,38.0,60.0,16.0,356.0,0.0,123.0,36131644.0,38.0,240.0,121.0,119.0,1.0,36.0,0.0,0.61337066,20,74,227,1.0,3.26,0.67,0.32,0.12,0.35,0.11,0.17,0.34,0.33,0.04,3.74,1.15,293753.22,1.02,1.16,0.98,-0.5101356293823511,1,46.661937503249845,,Normal,Low
JGR3914,Josephine Gloria Rosario,StockroomClerk,Josephine.Gloria.Rosario@dtaa.com,356.0,1216.0,1471.0,403.0,47.0,184.0,25.0,42.0,64.0,78.0,375.0,0.0,115.0,55071020.0,55.0,263.0,132.0,131.0,1.0,33.0,0.0,0.63106024,22,100,294,1.13,3.42,0.74,0.52,0.07,0.32,0.12,0.18,0.37,0.37,0.22,4.13,1.21,478878.44,1.01,0.94,1.02,-0.5100952609298639,1,46.65122753083145,,Normal,Low
KCW3064,Kelsie Calista Wynn,Physicist,Kelsie.Calista.Wynn@dtaa.com,356.0,1782.0,4522.0,655.0,23.0,1322.0,249.0,169.0,415.0,738.0,361.0,0.0,1098.0,927880000.0,952.0,253.0,127.0,126.0,1.0,61.0,0.0,0.50498015,81,340,1020,1.84,5.01,0.71,3.71,0.7,3.08,0.47,1.17,0.36,0.35,2.07,12.7,2.54,845063.75,1.01,1.02,1.0,-0.5410358726061953,1,46.64014174190272,,Normal,Low
ESS3341,Eden Stewart Sloan,ProductionLineWorker,Eden.Stewart.Sloan@dtaa.com,356.0,1778.0,5565.0,754.0,100.0,1628.0,599.0,471.0,904.0,253.0,382.0,0.0,127.0,234655920.0,192.0,700.0,353.0,347.0,1.0,102.0,0.0,0.56711495,34,208,669,2.12,4.99,1.97,4.57,1.68,0.36,1.32,2.54,0.99,0.97,0.71,15.63,3.13,1847684.4,1.02,0.7,0.93,-0.5171739356904773,1,46.50517558699247,,Normal,Low
CKL0697,Cedric Kieran Leach,HardwareEngineer,Cedric.Kieran.Leach@dtaa.com,356.0,2190.0,6024.0,652.0,17.0,1063.0,450.0,333.0,587.0,143.0,366.0,0.0,1122.0,816192960.0,934.0,1451.0,727.0,724.0,1.0,376.0,0.0,0.40113384,100,375,1130,1.83,6.15,4.08,2.99,1.26,3.15,0.94,1.65,2.04,2.03,0.4,16.92,2.75,727444.75,1.0,1.14,1.0,-0.5176760902832412,1,46.44242609133961,,Normal,Low
ZCR0558,Zeus Curran Roman,MaterialsEngineer,Zeus.Curran.Roman@dtaa.com,362.0,2017.0,4119.0,814.0,104.0,658.0,276.0,193.0,350.0,115.0,501.0,9.0,1070.0,698398600.0,711.0,257.0,129.0,128.0,1.0,62.0,0.0,0.5274371,86,288,906,2.25,5.57,0.71,1.82,0.76,2.96,0.53,0.97,0.36,0.35,0.32,11.38,2.04,652708.94,1.01,1.28,0.95,-0.5228445589181444,1,46.377006403938154,,Normal,Low
SKF2105,Sydnee Kimberley Faulkner,MaterialsEngineer,Sydnee.Kimberley.Faulkner@dtaa.com,269.0,1772.0,4376.0,517.0,8.0,926.0,277.0,196.0,436.0,294.0,606.0,6.0,849.0,554468860.0,549.0,569.0,286.0,283.0,1.0,81.0,0.0,0.5838869,118,369,1091,1.92,6.59,2.12,3.44,1.03,3.16,0.73,1.62,1.06,1.05,1.09,16.27,2.47,653084.6,1.01,1.37,1.01,-0.522842633825154,1,46.37651991394157,,Normal,Low
ARC3034,Ariel Ria Crosby,SecurityGuard,Ariel.Ria.Crosby@dtaa.com,356.0,1978.0,3655.0,653.0,23.0,342.0,112.0,93.0,149.0,100.0,360.0,0.0,1678.0,954352500.0,1039.0,268.0,136.0,132.0,1.0,32.0,0.0,0.60172766,90,396,1159,1.83,5.56,0.75,0.96,0.31,4.71,0.26,0.42,0.38,0.37,0.28,10.27,1.85,568744.06,1.03,0.97,1.03,-0.5125583052451578,1,46.31046517949615,,Normal,Low
ATM1615,Austin Trevor Mendez,Technician,Austin.Trevor.Mendez@dtaa.com,424.0,2079.0,4314.0,806.0,42.0,1236.0,298.0,283.0,484.0,469.0,453.0,196.0,416.0,373959870.0,412.0,338.0,170.0,168.0,1.0,43.0,47.0,0.5879547,50,219,680,1.9,4.9,0.8,2.92,0.7,0.98,0.67,1.14,0.4,0.4,1.11,10.17,2.08,898942.0,1.01,0.98,0.97,-0.5301880564107794,1,46.30387196315476,,Normal,Low
BHD2088,Blake Hasad Dominguez,ElectricalEngineer,Blake.Hasad.Dominguez@dtaa.com,389.0,2125.0,3224.0,726.0,36.0,289.0,110.0,71.0,161.0,57.0,423.0,88.0,1160.0,283164320.0,256.0,284.0,143.0,141.0,1.0,11.0,10.0,0.6659653,79,303,886,1.87,5.46,0.73,0.74,0.28,2.98,0.18,0.41,0.37,0.36,0.15,8.29,1.52,244107.19,1.01,1.12,1.03,-0.5104155499535638,1,46.26785926082513,,Normal,Low
GJB2659,Gil John Battle,MechanicalEngineer,Gil.John.Battle@dtaa.com,356.0,2120.0,4396.0,654.0,24.0,612.0,256.0,181.0,336.0,95.0,361.0,0.0,1238.0,649787300.0,667.0,758.0,382.0,376.0,1.0,71.0,0.0,0.47067523,83,351,1077,1.84,5.96,2.13,1.72,0.72,3.48,0.51,0.94,1.07,1.06,0.27,12.35,2.07,524868.6,1.02,1.01,0.98,-0.513532205686057,1,46.216713829706094,,Normal,Low
SJC3900,Solomon John Carney,Scientist,Solomon.John.Carney@dtaa.com,356.0,2037.0,4100.0,742.0,105.0,702.0,310.0,224.0,384.0,94.0,376.0,0.0,1080.0,899201800.0,979.0,282.0,141.0,141.0,1.0,32.0,0.0,0.57331955,86,292,937,2.08,5.72,0.79,1.97,0.87,3.03,0.63,1.08,0.4,0.4,0.26,11.52,2.01,832594.25,1.0,1.26,0.93,-0.5163222230192482,1,46.19470391851726,,Normal,Low
FVR0881,Flynn Vance Ruiz,StockroomClerk,Flynn.Vance.Ruiz@dtaa.com,374.0,2124.0,4898.0,765.0,92.0,965.0,343.0,304.0,511.0,150.0,385.0,57.0,126.0,170144930.0,175.0,1499.0,754.0,745.0,1.0,85.0,66.0,0.43949777,60,235,706,2.05,5.68,4.01,2.58,0.92,0.34,0.81,1.37,2.02,1.99,0.4,13.1,2.31,1350356.6,1.01,1.09,1.0,-0.5083221105118764,1,46.18080097493824,,Normal,Low
RWN1705,Rose Wilma Nieves,Manager,Rose.Wilma.Nieves@dtaa.com,369.0,1914.0,2595.0,439.0,66.0,12.0,0.0,0.0,0.0,12.0,385.0,16.0,1759.0,393938940.0,415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,358,1062,1.19,5.19,0.0,0.03,0.0,4.77,0.0,0.0,0.0,0.0,0.03,7.03,1.36,223956.19,0.0,1.2,1.01,-0.49212807716619217,1,46.09092793907809,,Normal,Low
RLP3268,Risa Lacy Parker,StockroomClerk,Risa.Lacy.Parker@dtaa.com,402.0,1897.0,3593.0,801.0,87.0,585.0,251.0,178.0,345.0,62.0,408.0,131.0,141.0,141106130.0,172.0,884.0,445.0,439.0,1.0,101.0,104.0,0.47121614,56,194,591,1.99,4.72,2.2,1.46,0.62,0.35,0.44,0.86,1.11,1.09,0.15,8.94,1.89,1000752.75,1.01,1.24,0.98,-0.5078597451785896,1,46.0581329096145,,Normal,Low
RPB0029,Rudyard Palmer Buchanan,HealthSafetyEngineer,Rudyard.Palmer.Buchanan@dtaa.com,504.0,2546.0,3932.0,588.0,1.0,303.0,119.0,85.0,163.0,55.0,664.0,341.0,1608.0,367883420.0,391.0,402.0,203.0,199.0,1.0,29.0,105.0,0.57678115,102,376,1120,1.17,5.05,0.8,0.6,0.24,3.19,0.17,0.32,0.4,0.39,0.11,7.8,1.54,228783.22,1.02,1.16,1.01,-0.5238098701702264,1,46.04172121990673,,Normal,Low
FRG1576,Fallon Rachel Graham,ProductionLineWorker,Fallon.Rachel.Graham@dtaa.com,356.0,1607.0,2722.0,734.0,92.0,352.0,146.0,120.0,196.0,36.0,745.0,0.0,115.0,194565800.0,189.0,314.0,158.0,156.0,1.0,36.0,0.0,0.665463,41,148,374,2.06,4.51,0.88,0.99,0.41,0.32,0.34,0.55,0.44,0.44,0.1,7.65,1.69,1691876.5,1.01,1.19,1.19,-0.5153302385131144,1,46.03199734947677,,Normal,Low
JAB3656,Jaden Amethyst Browning,ProductionLineWorker,Jaden.Amethyst.Browning@dtaa.com,364.0,1595.0,7604.0,719.0,14.0,2528.0,1150.0,859.0,1451.0,218.0,516.0,15.0,124.0,125232380.0,146.0,257.0,129.0,128.0,1.0,30.0,0.0,0.65682507,48,253,802,1.98,4.38,0.71,6.95,3.16,0.34,2.36,3.99,0.35,0.35,0.6,20.89,4.77,1009938.56,1.01,0.81,0.95,-0.5152345710814554,1,46.00744464784231,,Normal,Low
MRL2636,Melissa Rana Logan,ComputerScientist,Melissa.Rana.Logan@dtaa.com,356.0,2076.0,5963.0,642.0,1.0,1609.0,453.0,359.0,719.0,531.0,356.0,0.0,1093.0,851744640.0,809.0,732.0,367.0,365.0,1.0,72.0,0.0,0.5205107,82,363,1063,1.8,5.83,2.06,4.52,1.27,3.07,1.01,2.02,1.03,1.03,1.49,16.75,2.87,779272.3,1.01,0.97,1.02,-0.49457593868160715,1,45.98728126925739,,Normal,Low
TIE1175,Tatum Isabelle Elliott,HardwareEngineer,Tatum.Isabelle.Elliott@dtaa.com,356.0,2462.0,5843.0,635.0,1.0,1061.0,436.0,322.0,596.0,143.0,361.0,0.0,1083.0,932862200.0,1026.0,1349.0,676.0,673.0,1.0,150.0,0.0,0.48532897,89,380,1126,1.78,6.92,3.79,2.98,1.22,3.04,0.9,1.67,1.9,1.89,0.4,16.41,2.37,861368.6,1.0,1.0,1.01,-0.515780644399958,1,45.939224762566,,Normal,Low
HID1899,Hiroko Inga Davidson,MechanicalEngineer,Hiroko.Inga.Davidson@dtaa.com,436.0,2316.0,3425.0,871.0,84.0,745.0,0.0,0.0,0.0,745.0,456.0,232.0,1353.0,1122726700.0,984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92,345,1009,2.0,5.31,0.0,1.71,0.0,3.1,0.0,0.0,0.0,0.0,1.71,7.86,1.48,829805.4,0.0,1.14,1.03,-0.5123207153527255,1,45.911206298070674,,Normal,Low
XAB0936,Xyla Alea Berg,Technician,Xyla.Alea.Berg@dtaa.com,161.0,765.0,1343.0,296.0,10.0,314.0,75.0,69.0,131.0,114.0,164.0,0.0,163.0,150563310.0,175.0,131.0,66.0,65.0,1.0,32.0,0.0,0.5171282,59,215,553,1.84,4.75,0.81,1.95,0.47,1.01,0.43,0.81,0.41,0.4,0.71,8.34,1.76,923701.25,1.02,1.17,1.17,-0.5284775813817877,1,45.90207718121182,,Normal,Low
JIR2594,Jeanette Ifeoma Raymond,MechanicalEngineer,Jeanette.Ifeoma.Raymond@dtaa.com,431.0,2419.0,4273.0,807.0,37.0,886.0,129.0,113.0,195.0,578.0,457.0,226.0,1318.0,824030300.0,881.0,368.0,185.0,183.0,1.0,10.0,70.0,0.57384944,95,424,1210,1.87,5.61,0.85,2.06,0.3,3.06,0.26,0.45,0.43,0.42,1.34,9.91,1.77,625212.6,1.01,0.96,1.05,-0.511774464502751,1,45.773455509444446,,Normal,Low
NVL2180,Nissim Vaughan Levine,ProductionLineWorker,Nissim.Vaughan.Levine@dtaa.com,356.0,1451.0,3439.0,356.0,1.0,861.0,280.0,245.0,451.0,165.0,356.0,0.0,111.0,130190040.0,161.0,779.0,392.0,387.0,1.0,136.0,0.0,0.5382709,28,170,459,1.0,4.08,2.19,2.42,0.79,0.31,0.69,1.27,1.1,1.09,0.46,9.66,2.37,1172883.2,1.01,0.7,1.11,-0.5140103370693949,1,45.69324939970393,,Normal,Low
FGC0114,Fuller Garrison Cook,MaterialsEngineer,Fuller.Garrison.Cook@dtaa.com,420.0,2152.0,4627.0,798.0,43.0,816.0,317.0,249.0,420.0,147.0,470.0,172.0,1257.0,901950460.0,983.0,300.0,151.0,149.0,1.0,74.0,46.0,0.5030667,100,383,1069,1.9,5.12,0.71,1.94,0.75,2.99,0.59,1.0,0.36,0.35,0.35,11.02,2.15,717542.2,1.01,1.12,1.07,-0.5200100732346994,1,45.66070389944837,,Normal,Low
VCF3273,Vaughan Channing Frazier,ProductionLineWorker,Vaughan.Channing.Frazier@dtaa.com,486.0,1763.0,2055.0,903.0,33.0,18.0,0.0,0.0,0.0,18.0,975.0,374.0,159.0,173094750.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,113,341,1.86,3.63,0.0,0.04,0.0,0.33,0.0,0.0,0.0,0.0,0.04,4.23,1.17,1088646.2,0.0,1.06,0.99,-0.5135525422945356,1,45.575758020223894,,Normal,Low
AKH1534,Akeem Kirk Hunt,StockroomClerk,Akeem.Kirk.Hunt@dtaa.com,356.0,1566.0,2790.0,420.0,59.0,485.0,188.0,127.0,288.0,70.0,360.0,0.0,120.0,61179210.0,60.0,802.0,402.0,400.0,1.0,73.0,0.0,0.6029937,33,145,428,1.18,4.4,2.25,1.36,0.53,0.34,0.36,0.81,1.13,1.12,0.2,7.84,1.78,509826.72,1.0,0.97,1.02,-0.5059136324891702,1,45.54181851204485,,Normal,Low
CBB2904,Clare Belle Burgess,Technician,Clare.Belle.Burgess@dtaa.com,356.0,1872.0,6791.0,643.0,16.0,1982.0,890.0,673.0,1122.0,187.0,361.0,0.0,357.0,371730080.0,420.0,763.0,384.0,379.0,1.0,90.0,0.0,0.51481384,67,315,874,1.81,5.26,2.14,5.57,2.5,1.0,1.89,3.15,1.08,1.06,0.53,19.08,3.63,1041260.75,1.01,0.91,1.08,-0.5264615279332171,1,45.42850127859765,,Normal,Low
JNP1240,Jermaine Nathan Patton,ElectricalEngineer,Jermaine.Nathan.Patton@dtaa.com,113.0,731.0,1173.0,244.0,40.0,112.0,36.0,27.0,50.0,35.0,116.0,0.0,354.0,265746940.0,310.0,234.0,118.0,116.0,1.0,27.0,0.0,0.45845547,88,342,964,2.16,6.47,2.07,0.99,0.32,3.13,0.24,0.44,1.04,1.03,0.31,10.38,1.6,750697.6,1.02,1.1,1.06,-0.5072285803082448,1,45.42251138991099,,Normal,Low
LMM3366,Leonard Marvin Mathews,Salesman,Leonard.Marvin.Mathews@dtaa.com,356.0,2327.0,9791.0,659.0,18.0,3197.0,797.0,911.0,1279.0,1007.0,365.0,0.0,1842.0,1241803300.0,1566.0,741.0,371.0,370.0,1.0,87.0,0.0,0.5064489,142,611,1788,1.85,6.54,2.08,8.98,2.24,5.17,2.56,3.59,1.04,1.04,2.83,27.5,4.21,674160.3,1.0,0.99,1.03,-0.5233167930356108,1,45.33962568107176,,Normal,Low
