user_id,employee_name,role,email,days_active,total_lifetime_hours,total_activity,login_count,login_per_day,unique_pcs,avg_active_hours_per_day,actions_per_hour,after_hours_activity,weekend_activity,file_access_count,file_copy_count,removable_uploads,removable_downloads,decoy_access_count,avg_email_size,email_sent_count,total_email_size,attachment_count,activity_per_day,device_activity_count,device_connect_count,device_disconnect_count,device_unique_pcs,device_after_hours,device_weekend_usage,device_usage_per_day,connect_disconnect_ratio,avg_session_duration,window_7_days,window_30_days,baseline_90_days,drift_7d_vs_30d,drift_30d_vs_90d,file_access_per_day,file_copy_per_day,email_sent_per_day,usb_upload_per_day,usb_download_per_day,device_connect_per_day,device_disconnect_per_day,decoy_access_per_day
RDM1174,Raymond Duncan Mcclain,SystemsEngineer,Raymond.Duncan.Mcclain@dtaa.com,356.0,1629.0,1847.0,356.0,1.0,1.0,4.58,1.13,364.0,0.0,0.0,0.0,0.0,0.0,0.0,29600.55,1127.0,33359820.0,0.0,5.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,223,670,1.06,1.0,0.0,0.0,3.17,0.0,0.0,0.0,0.0,0.0
OVM1496,Oscar Vernon Martin,StockroomClerk,Oscar.Vernon.Martin@dtaa.com,356.0,1010.0,848.0,356.0,1.0,1.0,2.84,0.84,356.0,0.0,10.0,0.0,0.0,0.0,10.0,1288507.0,126.0,162351890.0,183.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,65,189,0.99,1.03,0.03,0.0,0.35,0.0,0.0,0.0,0.0,0.03
JON0788,Judah Odysseus Nguyen,MechanicalEngineer,Judah.Odysseus.Nguyen@dtaa.com,196.0,991.0,1277.0,264.0,1.35,67.0,5.06,1.29,404.0,0.0,20.0,0.0,0.0,0.0,20.0,529556.1,589.0,311908540.0,285.0,6.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,256,733,0.99,1.05,0.1,0.0,3.01,0.0,0.0,0.0,0.0,0.1
DBB3846,Dolan Brian Burton,NursePractitioner,Dolan.Brian.Burton@dtaa.com,356.0,1888.0,2465.0,633.0,1.78,1.0,5.3,1.31,588.0,0.0,150.0,0.0,0.0,0.0,150.0,855082.2,1094.0,935459840.0,1033.0,6.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,254,765,0.99,1.0,0.42,0.0,3.07,0.0,0.0,0.0,0.0,0.42
KKH2324,Kelly Keelie Horn,Salesman,Kelly.Keelie.Horn@dtaa.com,356.0,2166.0,3845.0,718.0,2.02,66.0,6.08,1.78,378.0,0.0,442.0,47.0,61.0,92.0,289.0,226285.69,1828.0,413650200.0,358.0,10.8,279.0,142.0,137.0,1.0,47.0,0.0,0.78,1.04,0.61311436,97,398,1231,1.04,0.97,1.24,0.13,5.13,0.17,0.26,0.4,0.38,0.81
NCS3715,Noah Connor Swanson,Salesman,Noah.Connor.Swanson@dtaa.com,356.0,1872.0,2614.0,356.0,1.0,1.0,5.26,1.4,356.0,0.0,60.0,0.0,0.0,0.0,60.0,465311.9,1842.0,857104600.0,771.0,7.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,359,1074,1.03,1.0,0.17,0.0,5.17,0.0,0.0,0.0,0.0,0.17
VPS3185,Vanna Phyllis Solomon,ComputerScientist,Vanna.Phyllis.Solomon@dtaa.com,426.0,3531.0,13524.0,781.0,1.83,19.0,8.29,3.83,424.0,190.0,1484.0,648.0,509.0,840.0,135.0,709947.5,1489.0,1057111800.0,1058.0,31.75,7349.0,3683.0,3666.0,1.0,630.0,1114.0,17.25,1.0,0.21152069,236,853,2350,1.18,1.09,3.48,1.52,3.5,1.19,1.97,8.65,8.61,0.32
LMB1077,Lesley Martina Baldwin,Scientist,Lesley.Martina.Baldwin@dtaa.com,356.0,1907.0,2663.0,746.0,2.1,97.0,5.36,1.4,364.0,0.0,449.0,0.0,0.0,0.0,449.0,553112.44,1104.0,610636160.0,726.0,7.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,295,872,1.04,1.01,1.26,0.0,3.1,0.0,0.0,0.0,0.0,1.26
JKK1422,Jamal Keaton Knight,ElectricalEngineer,Jamal.Keaton.Knight@dtaa.com,356.0,2084.0,3595.0,665.0,1.87,32.0,5.85,1.73,361.0,0.0,833.0,49.0,200.0,105.0,528.0,599942.25,1099.0,659336500.0,657.0,10.1,283.0,143.0,140.0,1.0,9.0,0.0,0.79,1.02,0.5329365,103,353,949,1.25,1.12,2.34,0.14,3.09,0.56,0.29,0.4,0.39,1.48
LTW1378,Lila Tasha Workman,HardwareEngineer,Lila.Tasha.Workman@dtaa.com,383.0,2040.0,3066.0,748.0,1.95,62.0,5.33,1.5,402.0,62.0,248.0,62.0,42.0,112.0,94.0,641909.4,1154.0,740763400.0,787.0,8.01,298.0,149.0,149.0,1.0,56.0,14.0,0.78,1.0,0.5396551,74,305,941,1.04,0.97,0.65,0.16,3.01,0.11,0.29,0.39,0.39,0.25
LRM1362,Leo Russell Mathis,SoftwareEngineer,Leo.Russell.Mathis@dtaa.com,356.0,2742.0,7780.0,746.0,2.1,97.0,7.7,2.84,394.0,0.0,1450.0,658.0,458.0,837.0,155.0,808107.8,1077.0,870332160.0,834.0,21.85,2160.0,1083.0,1077.0,1.0,231.0,0.0,6.07,1.01,0.41126406,127,489,1419,1.11,1.03,4.07,1.85,3.03,1.29,2.35,3.04,3.03,0.44
DKB0260,Daria Keelie Barlow,MechanicalEngineer,Daria.Keelie.Barlow@dtaa.com,356.0,1769.0,2324.0,461.0,1.29,96.0,4.97,1.31,747.0,0.0,18.0,0.0,0.0,0.0,18.0,248425.77,1098.0,272771500.0,250.0,6.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,240,718,1.14,1.0,0.05,0.0,3.08,0.0,0.0,0.0,0.0,0.05
KLP0249,Keiko Libby Porter,ChiefEngineer,Keiko.Libby.Porter@dtaa.com,356.0,2826.0,11262.0,757.0,2.13,112.0,7.94,3.99,382.0,0.0,2438.0,1134.0,820.0,1377.0,241.0,636900.75,2217.0,1412009000.0,1430.0,31.63,2137.0,1071.0,1066.0,1.0,20.0,0.0,6.0,1.0,0.4071826,186,756,2170,1.05,1.05,6.85,3.19,6.23,2.3,3.87,3.01,2.99,0.68
RJO1791,Rogan Jasper Ortega,Physicist,Rogan.Jasper.Ortega@dtaa.com,356.0,1619.0,1812.0,356.0,1.0,1.0,4.55,1.12,366.0,0.0,0.0,0.0,0.0,0.0,0.0,29720.88,1090.0,32395756.0,0.0,5.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,222,664,1.06,1.0,0.0,0.0,3.06,0.0,0.0,0.0,0.0,0.0
DER2162,Delilah Elizabeth Richard,StockroomClerk,Delilah.Elizabeth.Richard@dtaa.com,356.0,1180.0,1139.0,480.0,1.35,112.0,3.31,0.97,377.0,0.0,160.0,0.0,0.0,0.0,160.0,1353278.4,122.0,165099970.0,159.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,81,243,1.11,1.0,0.45,0.0,0.34,0.0,0.0,0.0,0.0,0.45
ZJS1776,Zenia Jorden Shepherd,ITAdmin,Zenia.Jorden.Shepherd@dtaa.com,356.0,2863.0,5354.0,1790.0,5.03,1011.0,8.04,1.87,2156.0,0.0,82.0,0.0,0.0,0.0,82.0,728289.25,1326.0,965711550.0,1007.0,15.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96,409,1255,1.0,0.98,0.23,0.0,3.72,0.0,0.0,0.0,0.0,0.23
RLH1548,Rafael Lyle Holloway,StockroomClerk,Rafael.Lyle.Holloway@dtaa.com,356.0,997.0,853.0,356.0,1.0,1.0,2.8,0.86,356.0,0.0,13.0,0.0,0.0,0.0,13.0,594055.9,128.0,76039150.0,93.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,61,186,1.05,0.98,0.04,0.0,0.36,0.0,0.0,0.0,0.0,0.04
VKM1515,Veda Kai Morse,ProductionLineWorker,Veda.Kai.Morse@dtaa.com,356.0,1089.0,942.0,433.0,1.22,68.0,3.06,0.87,383.0,0.0,14.0,0.0,0.0,0.0,14.0,1563581.9,112.0,175121170.0,191.0,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,71,213,1.02,1.0,0.04,0.0,0.31,0.0,0.0,0.0,0.0,0.04
ARK3198,Alyssa Ria Kennedy,Physicist,Alyssa.Ria.Kennedy@dtaa.com,429.0,2191.0,3368.0,783.0,1.83,12.0,5.11,1.54,433.0,198.0,256.0,79.0,50.0,104.0,102.0,614877.56,1313.0,807334200.0,930.0,7.85,350.0,177.0,173.0,1.0,80.0,52.0,0.82,1.02,0.49907032,102,339,1023,1.29,0.99,0.6,0.18,3.06,0.12,0.24,0.41,0.4,0.24
ANH2482,Amanda Nichole Horn,MechanicalEngineer,Amanda.Nichole.Horn@dtaa.com,356.0,1579.0,1541.0,356.0,1.0,1.0,4.44,0.98,0.0,0.0,111.0,0.0,0.0,0.0,111.0,742033.75,1074.0,796944260.0,946.0,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,241,711,0.99,1.02,0.31,0.0,3.02,0.0,0.0,0.0,0.0,0.31
EJL1075,Emmanuel Judah Lucas,Mathematician,Emmanuel.Judah.Lucas@dtaa.com,356.0,3059.0,27846.0,375.0,1.05,20.0,8.59,9.1,364.0,0.0,8476.0,3759.0,2757.0,4914.0,805.0,256540.81,1059.0,271676740.0,250.0,78.22,6142.0,3078.0,3064.0,1.0,134.0,0.0,17.25,1.0,0.24019483,267,1107,3275,1.03,1.01,23.81,10.56,2.97,7.74,13.8,8.65,8.61,2.26
PJM3025,Porter Jordan Mcclure,SecurityGuard,Porter.Jordan.Mcclure@dtaa.com,79.0,368.0,544.0,79.0,1.0,1.0,4.66,1.48,79.0,0.0,18.0,0.0,0.0,0.0,18.0,367443.0,368.0,135219020.0,157.0,6.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,338,1017,1.18,1.0,0.23,0.0,4.66,0.0,0.0,0.0,0.0,0.23
MTS0465,Micah Tucker Sanchez,ITAdmin,Micah.Tucker.Sanchez@dtaa.com,457.0,3293.0,6475.0,1821.0,3.98,1122.0,7.21,1.97,2629.0,750.0,485.0,0.0,0.0,0.0,485.0,503473.28,1540.0,775348860.0,1055.0,14.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140,553,1555,1.08,1.07,1.06,0.0,3.37,0.0,0.0,0.0,0.0,1.06
CIG2684,Chaney Ira George,SoftwareDeveloper,Chaney.Ira.George@dtaa.com,356.0,1694.0,1936.0,356.0,1.0,1.0,4.76,1.14,356.0,0.0,128.0,0.0,0.0,0.0,128.0,854332.94,1096.0,936348900.0,1065.0,5.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,235,709,1.04,0.99,0.36,0.0,3.08,0.0,0.0,0.0,0.0,0.36
NGA0929,Nadine Ginger Ayala,Technician,Nadine.Ginger.Ayala@dtaa.com,356.0,1273.0,1073.0,356.0,1.0,1.0,3.58,0.84,356.0,0.0,0.0,0.0,0.0,0.0,0.0,30361.14,361.0,10960370.0,0.0,3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,104,311,1.03,1.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0
ZHM1979,Zenaida Hannah Morin,MaterialsEngineer,Zenaida.Hannah.Morin@dtaa.com,356.0,1593.0,1578.0,356.0,1.0,1.0,4.47,0.99,0.0,0.0,128.0,0.0,0.0,0.0,128.0,859446.4,1094.0,940234400.0,978.0,4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,224,688,1.05,0.98,0.36,0.0,3.07,0.0,0.0,0.0,0.0,0.36
CQA3849,Cain Quinn Ayala,SecurityGuard,Cain.Quinn.Ayala@dtaa.com,203.0,1058.0,1380.0,203.0,1.0,1.0,5.21,1.3,203.0,0.0,16.0,0.0,0.0,0.0,16.0,365992.7,958.0,350621000.0,378.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96,352,1016,1.17,1.04,0.08,0.0,4.72,0.0,0.0,0.0,0.0,0.08
HDK0634,Hop David Kent,WebDeveloper,Hop.David.Kent@dtaa.com,356.0,1809.0,1961.0,762.0,2.14,109.0,5.08,1.08,0.0,0.0,114.0,0.0,0.0,0.0,114.0,766714.75,1085.0,831885500.0,893.0,5.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,256,780,0.99,0.98,0.32,0.0,3.05,0.0,0.0,0.0,0.0,0.32
CCF2298,Cody Castor Freeman,Technician,Cody.Castor.Freeman@dtaa.com,356.0,1245.0,1094.0,356.0,1.0,1.0,3.5,0.88,356.0,0.0,19.0,0.0,0.0,0.0,19.0,487512.4,363.0,176967000.0,214.0,3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,104,312,1.07,1.0,0.05,0.0,1.02,0.0,0.0,0.0,0.0,0.05
LGM1260,Luke Grant Mcmahon,WebDeveloper,Luke.Grant.Mcmahon@dtaa.com,356.0,1629.0,1862.0,356.0,1.0,1.0,4.58,1.14,356.0,0.0,55.0,0.0,0.0,0.0,55.0,421942.03,1095.0,462026530.0,483.0,5.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,228,681,1.01,1.0,0.15,0.0,3.08,0.0,0.0,0.0,0.0,0.15
DHM1476,Denise Hedda Miranda,TestEngineer,Denise.Hedda.Miranda@dtaa.com,356.0,1633.0,1853.0,356.0,1.0,1.0,4.59,1.13,356.0,0.0,80.0,0.0,0.0,0.0,80.0,371696.44,1061.0,394369920.0,443.0,5.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,233,692,1.03,1.01,0.22,0.0,2.98,0.0,0.0,0.0,0.0,0.22
JBL3189,Jackson Brennan Livingston,Physicist,Jackson.Brennan.Livingston@dtaa.com,356.0,1568.0,1813.0,356.0,1.0,1.0,4.4,1.16,356.0,0.0,0.0,0.0,0.0,0.0,0.0,29897.65,1101.0,32917308.0,0.0,5.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,215,677,0.92,0.95,0.0,0.0,3.09,0.0,0.0,0.0,0.0,0.0
SJF3798,Sylvester Jin Farmer,Salesman,Sylvester.Jin.Farmer@dtaa.com,379.0,2001.0,3532.0,407.0,1.07,1.0,5.28,1.77,444.0,37.0,784.0,0.0,0.0,0.0,784.0,671202.4,1897.0,1273270900.0,1378.0,9.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94,397,1241,1.01,0.96,2.07,0.0,5.01,0.0,0.0,0.0,0.0,2.07
CDL2145,Chloe Destiny Lyons,TestEngineer,Chloe.Destiny.Lyons@dtaa.com,356.0,1572.0,1831.0,356.0,1.0,1.0,4.42,1.16,356.0,0.0,26.0,0.0,0.0,0.0,26.0,387961.4,1093.0,424041820.0,494.0,5.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,233,694,1.03,1.01,0.07,0.0,3.07,0.0,0.0,0.0,0.0,0.07
MEV2182,Macon Elton Vega,ProductionLineWorker,Macon.Elton.Vega@dtaa.com,203.0,567.0,488.0,203.0,1.0,1.0,2.79,0.86,203.0,0.0,6.0,0.0,0.0,0.0,6.0,788647.8,76.0,59937240.0,59.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,66,191,1.17,1.04,0.03,0.0,0.37,0.0,0.0,0.0,0.0,0.03
PMH3484,Patience Montana Horton,FieldServiceEngineer,Patience.Montana.Horton@dtaa.com,356.0,3215.0,10170.0,747.0,2.1,101.0,9.03,3.16,383.0,0.0,838.0,334.0,246.0,455.0,137.0,548935.56,1071.0,587910000.0,674.0,28.57,6096.0,3056.0,3040.0,1.0,664.0,0.0,17.12,1.01,0.2306619,145,661,1992,0.94,1.0,2.35,0.94,3.01,0.69,1.28,8.58,8.54,0.38
WKH1787,Wesley Kennan Hawkins,Scientist,Wesley.Kennan.Hawkins@dtaa.com,356.0,1665.0,1812.0,356.0,1.0,1.0,4.68,1.09,370.0,0.0,0.0,0.0,0.0,0.0,0.0,29962.79,1086.0,32539588.0,0.0,5.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,224,680,0.92,0.99,0.0,0.0,3.05,0.0,0.0,0.0,0.0,0.0
HHM0869,Hiram Hedley Morse,ProductionLineWorker,Hiram.Hedley.Morse@dtaa.com,362.0,1466.0,1444.0,782.0,2.16,71.0,4.05,0.98,520.0,8.0,20.0,0.0,0.0,0.0,20.0,1241803.6,122.0,151500050.0,168.0,3.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,95,287,0.95,0.99,0.06,0.0,0.34,0.0,0.0,0.0,0.0,0.06
AHK1988,Adrian Henry Kim,ElectricalEngineer,Adrian.Henry.Kim@dtaa.com,356.0,1653.0,1797.0,356.0,1.0,1.0,4.64,1.09,363.0,0.0,16.0,0.0,0.0,0.0,16.0,167887.58,1062.0,178296600.0,184.0,5.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,232,694,1.01,1.0,0.04,0.0,2.98,0.0,0.0,0.0,0.0,0.04
KDM2836,Kareem Drake Mercado,StockroomClerk,Kareem.Drake.Mercado@dtaa.com,356.0,1002.0,827.0,356.0,1.0,1.0,2.81,0.83,356.0,0.0,0.0,0.0,0.0,0.0,0.0,31121.65,115.0,3578990.0,0.0,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,61,186,0.98,0.98,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0
RCF0044,Richard Cruz Frederick,ITAdmin,Richard.Cruz.Frederick@dtaa.com,391.0,3122.0,5932.0,1946.0,4.98,1065.0,7.98,1.9,2356.0,249.0,161.0,0.0,0.0,0.0,161.0,185347.6,1469.0,272275620.0,320.0,15.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126,509,1411,1.06,1.08,0.41,0.0,3.76,0.0,0.0,0.0,0.0,0.41
AEM0554,Asher Elliott Morrison,ElectricalEngineer,Asher.Elliott.Morrison@dtaa.com,502.0,2947.0,4282.0,1065.0,2.12,81.0,5.87,1.45,1158.0,503.0,493.0,0.0,0.0,0.0,493.0,232781.69,1566.0,364536130.0,407.0,8.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111,416,1171,1.14,1.07,0.98,0.0,3.12,0.0,0.0,0.0,0.0,0.98
ALH1872,Arden Linus Hunter,ElectricalEngineer,Arden.Linus.Hunter@dtaa.com,356.0,1605.0,1798.0,356.0,1.0,1.0,4.51,1.12,356.0,0.0,18.0,0.0,0.0,0.0,18.0,368190.38,1068.0,393227330.0,461.0,5.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,229,690,1.03,1.0,0.05,0.0,3.0,0.0,0.0,0.0,0.0,0.05
TZM0239,Tatiana Zia Mccray,SoftwareDeveloper,Tatiana.Zia.Mccray@dtaa.com,356.0,1631.0,1919.0,356.0,1.0,1.0,4.58,1.18,356.0,0.0,125.0,0.0,0.0,0.0,125.0,775670.2,1082.0,839275100.0,937.0,5.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,242,694,1.01,1.05,0.35,0.0,3.04,0.0,0.0,0.0,0.0,0.35
TBB1547,Thor Brennan Blake,StockroomClerk,Thor.Brennan.Blake@dtaa.com,356.0,987.0,827.0,356.0,1.0,1.0,2.77,0.84,355.0,0.0,0.0,0.0,0.0,0.0,0.0,28788.72,116.0,3339492.0,0.0,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,62,186,0.97,1.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0
MWB0710,Melodie Whilemina Bush,MechanicalEngineer,Melodie.Whilemina.Bush@dtaa.com,356.0,1594.0,2304.0,356.0,1.0,1.0,4.48,1.45,356.0,0.0,508.0,0.0,0.0,0.0,508.0,448166.28,1084.0,485812260.0,666.0,6.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,274,769,1.19,1.07,1.43,0.0,3.04,0.0,0.0,0.0,0.0,1.43
BGW1739,Branden Gavin Witt,NursePractitioner,Branden.Gavin.Witt@dtaa.com,356.0,1595.0,2021.0,368.0,1.03,13.0,4.48,1.27,356.0,0.0,243.0,0.0,0.0,0.0,243.0,556726.4,1054.0,586789600.0,601.0,5.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,249,765,1.13,0.98,0.68,0.0,2.96,0.0,0.0,0.0,0.0,0.68
MRW2504,Mari Rina Wells,MaterialsEngineer,Mari.Rina.Wells@dtaa.com,356.0,1577.0,1859.0,356.0,1.0,1.0,4.43,1.18,356.0,0.0,21.0,0.0,0.0,0.0,21.0,189388.9,1126.0,213251890.0,252.0,5.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,224,680,1.05,0.99,0.06,0.0,3.16,0.0,0.0,0.0,0.0,0.06
KDF0876,Kareem Dante Fletcher,StockroomClerk,Kareem.Dante.Fletcher@dtaa.com,356.0,1216.0,8146.0,356.0,1.0,1.0,3.42,6.7,356.0,0.0,3057.0,1265.0,896.0,1792.0,369.0,1149089.2,122.0,140188900.0,179.0,22.88,302.0,152.0,150.0,1.0,9.0,0.0,0.85,1.01,0.6627259,40,287,841,0.6,1.02,8.59,3.55,0.34,2.52,5.03,0.43,0.42,1.04
IDL2014,Ishmael Driscoll Logan,TestEngineer,Ishmael.Driscoll.Logan@dtaa.com,356.0,1683.0,1817.0,356.0,1.0,1.0,4.73,1.08,356.0,0.0,0.0,0.0,0.0,0.0,0.0,30811.3,1105.0,34046490.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,223,677,0.96,0.99,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0
TRV2966,Tarik Rahim Vargas,Technician,Tarik.Rahim.Vargas@dtaa.com,356.0,1470.0,1422.0,635.0,1.78,1.0,4.13,0.97,356.0,0.0,67.0,0.0,0.0,0.0,67.0,1351952.4,364.0,492110660.0,473.0,3.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,122,377,0.98,0.97,0.19,0.0,1.02,0.0,0.0,0.0,0.0,0.19
DAM2954,Denton Austin Mooney,Salesman,Denton.Austin.Mooney@dtaa.com,356.0,1950.0,2706.0,639.0,1.79,1.0,5.48,1.39,175.0,0.0,97.0,0.0,0.0,0.0,97.0,454180.97,1795.0,815254850.0,750.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,375,1141,0.94,0.99,0.27,0.0,5.04,0.0,0.0,0.0,0.0,0.27
EMC2757,Eugenia Mollie Carpenter,Technician,Eugenia.Mollie.Carpenter@dtaa.com,356.0,1212.0,1092.0,356.0,1.0,1.0,3.4,0.9,356.0,0.0,10.0,0.0,0.0,0.0,10.0,340715.1,370.0,126064570.0,109.0,3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,106,314,1.05,1.01,0.03,0.0,1.04,0.0,0.0,0.0,0.0,0.03
BPN3051,Breanna Pascale Nelson,ITAdmin,Breanna.Pascale.Nelson@dtaa.com,356.0,2630.0,12172.0,1414.0,3.97,934.0,7.39,4.63,2073.0,0.0,2308.0,1057.0,776.0,1268.0,264.0,572954.25,1344.0,770050500.0,816.0,34.19,1932.0,966.0,966.0,862.0,1596.0,0.0,5.43,1.0,0.037404414,142,652,1917,0.93,1.02,6.48,2.97,3.78,2.18,3.56,2.71,2.71,0.74
YDM1720,Yasir Davis Moore,ChiefEngineer,Yasir.Davis.Moore@dtaa.com,356.0,2711.0,28293.0,653.0,1.83,10.0,7.62,10.44,0.0,0.0,9169.0,3044.0,2512.0,5078.0,1579.0,598242.9,2181.0,1304767700.0,1427.0,79.47,5656.0,2836.0,2820.0,1.0,0.0,0.0,15.89,1.01,0.19930561,308,1272,3892,1.04,0.98,25.76,8.55,6.13,7.06,14.26,7.97,7.92,4.44
CCL1770,Cailin Carissa Leblanc,ITAdmin,Cailin.Carissa.Leblanc@dtaa.com,356.0,2681.0,5017.0,1534.0,4.31,1014.0,7.53,1.87,2136.0,0.0,30.0,0.0,0.0,0.0,30.0,657311.75,1317.0,865679550.0,1023.0,14.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,399,1193,0.91,1.0,0.08,0.0,3.7,0.0,0.0,0.0,0.0,0.08
CMB3499,Cherokee Mara Bowen,SecurityGuard,Cherokee.Mara.Bowen@dtaa.com,356.0,1743.0,2473.0,356.0,1.0,1.0,4.9,1.42,365.0,0.0,96.0,0.0,0.0,0.0,96.0,404944.28,1656.0,670587700.0,780.0,6.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,330,991,1.08,1.0,0.27,0.0,4.65,0.0,0.0,0.0,0.0,0.27
UKC0543,Uriah Kermit Cleveland,MechanicalEngineer,Uriah.Kermit.Cleveland@dtaa.com,356.0,2695.0,28328.0,638.0,1.79,1.0,7.57,10.51,336.0,0.0,9378.0,2776.0,3535.0,4948.0,895.0,249067.4,1077.0,268245580.0,225.0,79.57,5640.0,2827.0,2813.0,1.0,228.0,0.0,15.84,1.0,0.20527866,277,1132,3276,1.05,1.04,26.34,7.8,3.03,9.93,13.9,7.94,7.9,2.51
RGB1581,Robert Grady Brennan,ProductionLineWorker,Robert.Grady.Brennan@dtaa.com,356.0,1827.0,3529.0,736.0,2.07,96.0,5.13,1.93,744.0,0.0,535.0,210.0,169.0,290.0,76.0,1214908.8,120.0,145789060.0,161.0,9.91,725.0,364.0,361.0,1.0,114.0,0.0,2.04,1.01,0.5271768,30,185,494,0.69,1.12,1.5,0.59,0.34,0.47,0.81,1.02,1.01,0.21
LLJ3179,Lydia Lila Jenkins,ComputerScientist,Lydia.Lila.Jenkins@dtaa.com,191.0,871.0,957.0,191.0,1.0,1.0,4.56,1.1,191.0,0.0,0.0,0.0,0.0,0.0,0.0,29612.31,575.0,17027076.0,0.0,5.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,242,685,1.17,1.06,0.0,0.0,3.01,0.0,0.0,0.0,0.0,0.0
NMR2725,Nevada Maryam Reeves,MaterialsEngineer,Nevada.Maryam.Reeves@dtaa.com,356.0,1859.0,2127.0,638.0,1.79,1.0,5.22,1.14,358.0,0.0,43.0,0.0,0.0,0.0,43.0,357956.62,1088.0,389456800.0,408.0,5.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,232,738,1.11,0.94,0.12,0.0,3.06,0.0,0.0,0.0,0.0,0.12
RKJ3379,Reuben Knox Joyner,Salesman,Reuben.Knox.Joyner@dtaa.com,299.0,1545.0,2228.0,299.0,1.0,1.0,5.17,1.44,299.0,0.0,130.0,0.0,0.0,0.0,130.0,747295.25,1500.0,1120943000.0,1159.0,7.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104,394,1064,1.13,1.11,0.43,0.0,5.02,0.0,0.0,0.0,0.0,0.43
