user_id,employee_name,role,email,days_active,total_lifetime_hours,total_activity,login_count,login_per_day,unique_pcs,avg_active_hours_per_day,actions_per_hour,after_hours_activity,weekend_activity,file_access_count,file_copy_count,removable_uploads,removable_downloads,decoy_access_count,avg_email_size,email_sent_count,total_email_size,attachment_count,activity_per_day,device_activity_count,device_connect_count,device_disconnect_count,device_unique_pcs,device_after_hours,device_weekend_usage,device_usage_per_day,connect_disconnect_ratio,avg_session_duration,window_7_days,window_30_days,baseline_90_days,drift_7d_vs_30d,drift_30d_vs_90d,file_access_per_day,file_copy_per_day,email_sent_per_day,usb_upload_per_day,usb_download_per_day,device_connect_per_day,device_disconnect_per_day,decoy_access_per_day,anomaly_score,prediction,risk_score,explanation,prediction_label,severity
DHG0962,Dolan Hamish Gibson,Salesman,Dolan.Hamish.Gibson@dtaa.com,356.0,2283.0,7382.0,663.0,1.86,20.0,6.41,3.23,356.0,0.0,1325.0,567.0,411.0,742.0,172.0,595814.7,1912.0,1139197700.0,1166.0,20.74,1406.0,709.0,697.0,1.0,52.0,0.0,3.95,1.02,0.42293024,137,578,1697,1.01,1.02,3.72,1.59,5.37,1.15,2.08,1.99,1.96,0.48,-0.4915071427822113,1,37.689998626708984,Behavior is normal.,Normal,Low
QIS2940,Quyn Ivy Scott,Salesman,Quyn.Ivy.Scott@dtaa.com,356.0,1915.0,4225.0,356.0,1.0,1.0,5.38,2.21,173.0,0.0,727.0,295.0,213.0,391.0,123.0,705400.2,1808.0,1275363600.0,1439.0,11.87,262.0,132.0,130.0,1.0,0.0,0.0,0.74,1.02,0.63077134,104,402,1223,1.11,0.99,2.04,0.83,5.08,0.6,1.1,0.37,0.37,0.35,-0.491294801235199,1,37.63999938964844,Behavior is normal.,Normal,Low
TRH1083,Thomas Robert Houston,ComputerScientist,Thomas.Robert.Houston@dtaa.com,423.0,2172.0,2999.0,805.0,1.9,41.0,5.13,1.38,424.0,186.0,466.0,0.0,0.0,0.0,466.0,564431.7,1304.0,736018940.0,846.0,7.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,296,912,1.03,0.97,1.1,0.0,3.08,0.0,0.0,0.0,0.0,1.1,-0.4646868109703064,1,37.63999938964844,Behavior is normal.,Normal,Low
MKM0647,Medge Kirby Mooney,TechnicalWriter,Medge.Kirby.Mooney@dtaa.com,356.0,2092.0,5190.0,672.0,1.89,33.0,5.88,2.48,374.0,0.0,930.0,413.0,280.0,550.0,100.0,262298.75,1252.0,328398050.0,346.0,14.58,719.0,362.0,357.0,1.0,85.0,0.0,2.02,1.01,0.4822549,98,377,1091,1.11,1.04,2.61,1.16,3.52,0.79,1.54,1.02,1.0,0.28,-0.5130854249000549,1,37.5099983215332,Behavior is normal.,Normal,Low
ERF2472,Emmanuel Rigel Fox,WebDeveloper,Emmanuel.Rigel.Fox@dtaa.com,356.0,1748.0,2092.0,449.0,1.26,85.0,4.91,1.2,0.0,0.0,562.0,0.0,0.0,0.0,562.0,583426.75,1081.0,630684300.0,773.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,282,802,0.85,1.05,1.58,0.0,3.04,0.0,0.0,0.0,0.0,1.58,-0.4663490355014801,1,37.2400016784668,Behavior is normal.,Normal,Low
MEB2241,Merrill Elton Bradford,ProductionLineWorker,Merrill.Elton.Bradford@dtaa.com,356.0,1582.0,3573.0,630.0,1.77,1.0,4.44,2.26,356.0,0.0,794.0,265.0,205.0,484.0,105.0,307093.94,122.0,37465460.0,38.0,10.04,717.0,360.0,357.0,1.0,93.0,0.0,2.01,1.01,0.47342747,49,175,479,1.2,1.1,2.23,0.74,0.34,0.58,1.36,1.01,1.0,0.29,-0.48105019330978394,1,37.22999954223633,Behavior is normal.,Normal,Low
YHB2355,Yoshio Harding Brown,Technician,Yoshio.Harding.Brown@dtaa.com,356.0,1771.0,2417.0,730.0,2.05,81.0,4.97,1.36,372.0,0.0,387.0,75.0,66.0,127.0,194.0,762390.56,365.0,278272540.0,295.0,6.79,295.0,148.0,147.0,1.0,14.0,0.0,0.83,1.01,0.5707105,34,175,515,0.83,1.02,1.09,0.21,1.03,0.19,0.36,0.42,0.41,0.54,-0.4915030300617218,1,37.220001220703125,Behavior is normal.,Normal,Low
VAC3966,Vincent Armand Cunningham,StockroomClerk,Vincent.Armand.Cunningham@dtaa.com,384.0,1386.0,1593.0,689.0,1.79,1.0,3.61,1.15,768.0,75.0,2.0,0.0,0.0,0.0,2.0,299909.06,134.0,40187816.0,41.0,4.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,91,269,1.27,1.01,0.01,0.0,0.35,0.0,0.0,0.0,0.0,0.01,-0.4741039574146271,1,37.099998474121094,Behavior is normal.,Normal,Low
MMJ0070,Maia Maya Jordan,SoftwareEngineer,Maia.Maya.Jordan@dtaa.com,356.0,1984.0,2307.0,766.0,2.15,109.0,5.57,1.16,403.0,0.0,48.0,0.0,0.0,0.0,48.0,501475.28,1090.0,546608060.0,681.0,6.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,267,782,1.01,1.02,0.13,0.0,3.06,0.0,0.0,0.0,0.0,0.13,-0.4540466368198395,1,37.08000183105469,Behavior is normal.,Normal,Low
XAB0627,Xenos Akeem Barr,ElectricalEngineer,Xenos.Akeem.Barr@dtaa.com,356.0,2156.0,4328.0,637.0,1.79,1.0,6.06,2.01,369.0,0.0,915.0,126.0,182.0,213.0,520.0,676003.8,1105.0,746984260.0,788.0,12.16,781.0,392.0,389.0,1.0,86.0,0.0,2.19,1.01,0.54217654,85,361,1019,1.01,1.06,2.57,0.35,3.1,0.51,0.6,1.1,1.09,1.46,-0.47571390867233276,1,37.060001373291016,Behavior is normal.,Normal,Low
HSH3606,Hillary Sasha Huffman,ElectricalEngineer,Hillary.Sasha.Huffman@dtaa.com,422.0,2179.0,2683.0,898.0,2.13,120.0,5.16,1.23,437.0,199.0,41.0,0.0,0.0,0.0,41.0,716671.6,1307.0,936689700.0,1033.0,6.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,305,905,1.26,1.01,0.1,0.0,3.1,0.0,0.0,0.0,0.0,0.1,-0.47551456093788147,1,37.0099983215332,Behavior is normal.,Normal,Low
BDJ3326,Beau Dean Jenkins,ProductionLineWorker,Beau.Dean.Jenkins@dtaa.com,356.0,1690.0,7234.0,626.0,1.76,1.0,4.75,4.28,356.0,0.0,2252.0,1039.0,786.0,1275.0,191.0,1454125.6,126.0,183219820.0,196.0,20.32,774.0,390.0,384.0,1.0,93.0,0.0,2.17,1.02,0.5102098,71,272,796,1.12,1.03,6.33,2.92,0.35,2.21,3.58,1.1,1.08,0.54,-0.48011356592178345,1,36.9900016784668,Behavior is normal.,Normal,Low
HKW2615,Harriet Kirestin Weber,MaterialsEngineer,Harriet.Kirestin.Weber@dtaa.com,356.0,1820.0,2355.0,649.0,1.82,1.0,5.11,1.29,0.0,0.0,636.0,0.0,0.0,0.0,636.0,888548.94,1070.0,950747400.0,812.0,6.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,283,846,0.91,1.0,1.79,0.0,3.01,0.0,0.0,0.0,0.0,1.79,-0.4852641224861145,1,36.880001068115234,Behavior is normal.,Normal,Low
MNT0922,McKenzie Nichole Townsend,Salesman,McKenzie.Nichole.Townsend@dtaa.com,366.0,2415.0,6916.0,792.0,2.16,73.0,6.6,2.86,519.0,13.0,1276.0,536.0,403.0,696.0,177.0,619249.2,1939.0,1200724200.0,1287.0,18.9,755.0,380.0,375.0,1.0,110.0,0.0,2.06,1.01,0.55609703,127,577,1552,0.94,1.12,3.49,1.46,5.3,1.1,1.9,1.04,1.02,0.48,-0.4880974292755127,1,36.869998931884766,Behavior is normal.,Normal,Low
RNB2679,Reese Neil Blackburn,ComputerProgrammer,Reese.Neil.Blackburn@dtaa.com,45.0,198.0,232.0,45.0,1.0,1.0,4.4,1.17,45.0,0.0,0.0,0.0,0.0,0.0,0.0,29706.05,142.0,4218259.0,0.0,5.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,253,493,1.12,1.54,0.0,0.0,3.16,0.0,0.0,0.0,0.0,0.0,-0.48718878626823425,1,36.86000061035156,Behavior is normal.,Normal,Low
IEG2687,Imani Ebony Griffith,SoftwareDeveloper,Imani.Ebony.Griffith@dtaa.com,361.0,2113.0,2536.0,809.0,2.24,111.0,5.85,1.2,522.0,8.0,107.0,0.0,0.0,0.0,107.0,741696.4,1098.0,814382600.0,789.0,7.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,265,774,1.08,1.03,0.3,0.0,3.04,0.0,0.0,0.0,0.0,0.3,-0.48033466935157776,1,36.86000061035156,Behavior is normal.,Normal,Low
MSR2850,Montana Sonya Roman,ProductionLineWorker,Montana.Sonya.Roman@dtaa.com,285.0,1170.0,1127.0,637.0,2.24,87.0,4.11,0.96,370.0,6.0,7.0,0.0,0.0,0.0,7.0,1367595.4,113.0,154538270.0,155.0,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,101,287,1.31,1.06,0.02,0.0,0.4,0.0,0.0,0.0,0.0,0.02,-0.4795967936515808,1,36.86000061035156,Behavior is normal.,Normal,Low
HJG2157,Hu Judah Gregory,StockroomClerk,Hu.Judah.Gregory@dtaa.com,356.0,1390.0,1384.0,750.0,2.11,105.0,3.9,1.0,386.0,0.0,132.0,0.0,0.0,0.0,132.0,1604473.1,116.0,186118880.0,175.0,3.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,100,301,1.07,1.0,0.37,0.0,0.33,0.0,0.0,0.0,0.0,0.37,-0.47307804226875305,1,36.83000183105469,Behavior is normal.,Normal,Low
WBB2321,Wilma Bell Buckner,Salesman,Wilma.Bell.Buckner@dtaa.com,459.0,2623.0,4094.0,889.0,1.94,72.0,5.71,1.56,489.0,307.0,371.0,0.0,0.0,0.0,371.0,642487.8,2345.0,1506633900.0,1736.0,8.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113,580,1717,0.83,1.01,0.81,0.0,5.11,0.0,0.0,0.0,0.0,0.81,-0.4878152906894684,1,36.79999923706055,Behavior is normal.,Normal,Low
NHK2846,Nichole Hedwig Kerr,ProductionLineWorker,Nichole.Hedwig.Kerr@dtaa.com,444.0,1317.0,1262.0,477.0,1.07,34.0,2.97,0.96,475.0,172.0,166.0,0.0,0.0,0.0,166.0,834628.75,144.0,120186530.0,165.0,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,94,282,1.23,1.0,0.37,0.0,0.32,0.0,0.0,0.0,0.0,0.37,-0.4793647825717926,1,36.79999923706055,Behavior is normal.,Normal,Low
LTW1378,Lila Tasha Workman,HardwareEngineer,Lila.Tasha.Workman@dtaa.com,383.0,2040.0,3066.0,748.0,1.95,62.0,5.33,1.5,402.0,62.0,248.0,62.0,42.0,112.0,94.0,641909.4,1154.0,740763400.0,787.0,8.01,298.0,149.0,149.0,1.0,56.0,14.0,0.78,1.0,0.5396551,74,305,941,1.04,0.97,0.65,0.16,3.01,0.11,0.29,0.39,0.39,0.25,-0.48134270310401917,1,36.79999923706055,Behavior is normal.,Normal,Low
XAL0414,Xantha Amanda Livingston,Salesman,Xantha.Amanda.Livingston@dtaa.com,356.0,2014.0,4589.0,765.0,2.15,99.0,5.66,2.28,361.0,0.0,591.0,262.0,173.0,341.0,77.0,222994.0,1836.0,409417000.0,399.0,12.89,260.0,131.0,129.0,1.0,8.0,0.0,0.73,1.02,0.49837855,112,428,1292,1.12,0.99,1.66,0.74,5.16,0.49,0.96,0.37,0.36,0.22,-0.48776912689208984,1,36.790000915527344,Behavior is normal.,Normal,Low
MWO0559,Macon Wing Ortega,MaterialsEngineer,Macon.Wing.Ortega@dtaa.com,245.0,1228.0,1759.0,435.0,1.78,1.0,5.01,1.43,245.0,0.0,339.0,0.0,0.0,0.0,339.0,676628.6,740.0,500705180.0,553.0,7.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,261,838,1.31,0.93,1.38,0.0,3.02,0.0,0.0,0.0,0.0,1.38,-0.4845139682292938,1,36.689998626708984,Behavior is normal.,Normal,Low
CMM3753,Cynthia Melanie Mccullough,Technician,Cynthia.Melanie.Mccullough@dtaa.com,356.0,1664.0,1756.0,758.0,2.13,112.0,4.67,1.06,380.0,0.0,255.0,0.0,0.0,0.0,255.0,623246.0,363.0,226238300.0,289.0,4.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,147,428,0.93,1.03,0.72,0.0,1.02,0.0,0.0,0.0,0.0,0.72,-0.4890857934951782,1,36.650001525878906,Behavior is normal.,Normal,Low
EBS2201,Edward Blaine Shepherd,ProductionLineWorker,Edward.Blaine.Shepherd@dtaa.com,356.0,1392.0,1451.0,761.0,2.14,106.0,3.91,1.04,391.0,0.0,181.0,0.0,0.0,0.0,181.0,2000725.8,118.0,236085630.0,216.0,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,99,292,1.08,1.02,0.51,0.0,0.33,0.0,0.0,0.0,0.0,0.51,-0.4786842167377472,1,36.630001068115234,Behavior is normal.,Normal,Low
NNF3968,Noble Nathan Forbes,StockroomClerk,Noble.Nathan.Forbes@dtaa.com,356.0,1404.0,1652.0,745.0,2.09,100.0,3.94,1.18,760.0,0.0,24.0,0.0,0.0,0.0,24.0,1532000.8,123.0,188436110.0,209.0,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,98,287,1.05,1.02,0.07,0.0,0.35,0.0,0.0,0.0,0.0,0.07,-0.4722113609313965,1,36.599998474121094,Behavior is normal.,Normal,Low
DHS2419,Dakota Hayley Snider,SecurityGuard,Dakota.Hayley.Snider@dtaa.com,377.0,2113.0,3199.0,820.0,2.18,115.0,5.6,1.51,513.0,52.0,102.0,0.0,0.0,0.0,102.0,565909.4,1764.0,998264200.0,1139.0,8.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,368,1102,0.85,1.0,0.27,0.0,4.68,0.0,0.0,0.0,0.0,0.27,-0.4743417799472809,1,36.540000915527344,Behavior is normal.,Normal,Low
ORB0755,Orlando Rahim Brady,ElectricalEngineer,Orlando.Rahim.Brady@dtaa.com,45.0,225.0,271.0,81.0,1.8,2.0,5.0,1.2,47.0,0.0,3.0,0.0,0.0,0.0,3.0,258204.62,140.0,36148650.0,39.0,6.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,272,535,1.13,1.53,0.07,0.0,3.11,0.0,0.0,0.0,0.0,0.07,-0.47370097041130066,1,36.529998779296875,Behavior is normal.,Normal,Low
MVA2547,Martin Vance Armstrong,TestEngineer,Martin.Vance.Armstrong@dtaa.com,356.0,1910.0,2423.0,677.0,1.9,18.0,5.37,1.27,597.0,0.0,97.0,0.0,0.0,0.0,97.0,834778.25,1052.0,878186700.0,922.0,6.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,259,778,1.01,1.0,0.27,0.0,2.96,0.0,0.0,0.0,0.0,0.27,-0.4670148193836212,1,36.5,Behavior is normal.,Normal,Low
SEM1862,Summer Evangeline Mejia,MaterialsEngineer,Summer.Evangeline.Mejia@dtaa.com,356.0,2052.0,4382.0,632.0,1.78,1.0,5.76,2.14,356.0,0.0,692.0,277.0,204.0,367.0,121.0,792535.06,1080.0,855937800.0,982.0,12.31,774.0,388.0,386.0,1.0,135.0,0.0,2.17,1.01,0.57322824,83,317,1000,1.12,0.95,1.94,0.78,3.03,0.57,1.03,1.09,1.08,0.34,-0.48337405920028687,1,36.400001525878906,Behavior is normal.,Normal,Low
BYF3784,Britanni Yetta Fry,Salesman,Britanni.Yetta.Fry@dtaa.com,356.0,2551.0,5694.0,715.0,2.01,77.0,7.17,2.23,362.0,0.0,621.0,247.0,181.0,331.0,109.0,811940.6,1829.0,1485039400.0,1621.0,15.99,1408.0,708.0,700.0,1.0,68.0,0.0,3.96,1.01,0.4691996,129,510,1497,1.08,1.02,1.74,0.69,5.14,0.51,0.93,1.99,1.97,0.31,-0.486105352640152,1,36.38999938964844,Behavior is normal.,Normal,Low
KCH3095,Kasper Curran Hurley,ElectricalEngineer,Kasper.Curran.Hurley@dtaa.com,356.0,2010.0,3362.0,706.0,1.98,71.0,5.65,1.67,387.0,0.0,651.0,60.0,55.0,105.0,491.0,756481.06,1115.0,843476400.0,805.0,9.44,283.0,142.0,141.0,1.0,61.0,0.0,0.79,1.01,0.55162925,67,293,889,0.98,0.99,1.83,0.17,3.13,0.15,0.29,0.4,0.4,1.38,-0.473175048828125,1,36.38999938964844,Behavior is normal.,Normal,Low
ADV1640,Andrew Dalton Vega,Technician,Andrew.Dalton.Vega@dtaa.com,41.0,159.0,125.0,41.0,1.0,1.0,3.88,0.79,41.0,0.0,0.0,0.0,0.0,0.0,0.0,316503.44,43.0,13609648.0,16.0,3.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,105,202,1.22,1.56,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,-0.4878380298614502,1,36.36000061035156,Behavior is normal.,Normal,Low
MGG0080,Martha Gemma Grant,SoftwareEngineer,Martha.Gemma.Grant@dtaa.com,365.0,1803.0,2145.0,435.0,1.19,27.0,4.94,1.19,469.0,13.0,160.0,0.0,0.0,0.0,160.0,215502.69,1081.0,232958380.0,233.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,243,723,1.06,1.01,0.44,0.0,2.96,0.0,0.0,0.0,0.0,0.44,-0.45142194628715515,1,36.22999954223633,Behavior is normal.,Normal,Low
JOC3621,Jameson Omar Carson,StockroomClerk,Jameson.Omar.Carson@dtaa.com,459.0,1625.0,1466.0,835.0,1.82,19.0,3.54,0.9,462.0,290.0,5.0,0.0,0.0,0.0,5.0,283208.97,164.0,46446270.0,44.0,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,102,317,0.92,0.97,0.01,0.0,0.36,0.0,0.0,0.0,0.0,0.01,-0.470729798078537,1,36.209999084472656,Behavior is normal.,Normal,Low
MMC0261,Myra Melinda Cotton,MechanicalEngineer,Myra.Melinda.Cotton@dtaa.com,74.0,392.0,540.0,139.0,1.88,8.0,5.3,1.38,152.0,0.0,4.0,0.0,0.0,0.0,4.0,297670.22,245.0,72929200.0,62.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,266,764,1.17,1.04,0.05,0.0,3.31,0.0,0.0,0.0,0.0,0.05,-0.47381508350372314,1,36.20000076293945,Behavior is normal.,Normal,Low
BQK2024,Barbara Quin Kerr,MechanicalEngineer,Barbara.Quin.Kerr@dtaa.com,356.0,1911.0,2747.0,751.0,2.11,104.0,5.37,1.44,392.0,0.0,507.0,0.0,0.0,0.0,507.0,659621.9,1097.0,723605200.0,911.0,7.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,283,881,1.06,0.96,1.42,0.0,3.08,0.0,0.0,0.0,0.0,1.42,-0.47379544377326965,1,36.20000076293945,Behavior is normal.,Normal,Low
CYO1575,Colton Yuli Ortega,ProductionLineWorker,Colton.Yuli.Ortega@dtaa.com,356.0,1412.0,1639.0,743.0,2.09,107.0,3.97,1.16,753.0,0.0,13.0,0.0,0.0,0.0,13.0,1811588.0,130.0,235506450.0,237.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,93,276,0.97,1.01,0.04,0.0,0.37,0.0,0.0,0.0,0.0,0.04,-0.4769490957260132,1,36.18000030517578,Behavior is normal.,Normal,Low
HNB3661,Hyatt Neville Blair,StockroomClerk,Hyatt.Neville.Blair@dtaa.com,356.0,1425.0,1473.0,760.0,2.13,109.0,4.0,1.03,571.0,0.0,16.0,0.0,0.0,0.0,16.0,1657499.5,126.0,208844940.0,233.0,4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,96,278,1.07,1.04,0.04,0.0,0.35,0.0,0.0,0.0,0.0,0.04,-0.4703984260559082,1,36.119998931884766,Behavior is normal.,Normal,Low
BCB0521,Brenden Colt Blackburn,TechnicalWriter,Brenden.Colt.Blackburn@dtaa.com,376.0,1707.0,2497.0,441.0,1.17,63.0,4.54,1.46,387.0,44.0,514.0,0.0,0.0,0.0,514.0,757611.2,1155.0,875040900.0,846.0,6.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,262,837,1.01,0.94,1.37,0.0,3.07,0.0,0.0,0.0,0.0,1.37,-0.507081925868988,1,36.099998474121094,Behavior is normal.,Normal,Low
CTH0626,Candace Tatum Hughes,SoftwareDeveloper,Candace.Tatum.Hughes@dtaa.com,356.0,1991.0,2667.0,740.0,2.08,89.0,5.59,1.34,388.0,0.0,467.0,0.0,0.0,0.0,467.0,708181.7,1072.0,759170750.0,833.0,7.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,290,855,1.05,1.02,1.31,0.0,3.01,0.0,0.0,0.0,0.0,1.31,-0.4770205318927765,1,36.06999969482422,Behavior is normal.,Normal,Low
DCW2405,Desirae Cassidy Watkins,NursePractitioner,Desirae.Cassidy.Watkins@dtaa.com,392.0,2013.0,2496.0,759.0,1.94,55.0,5.14,1.24,368.0,117.0,121.0,0.0,0.0,0.0,121.0,218535.1,1248.0,272731800.0,289.0,6.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,281,817,0.94,1.03,0.31,0.0,3.18,0.0,0.0,0.0,0.0,0.31,-0.4792572557926178,1,36.0099983215332,Behavior is normal.,Normal,Low
GES2626,Grace Emily Shields,HardwareEngineer,Grace.Emily.Shields@dtaa.com,499.0,2545.0,2989.0,901.0,1.81,1.0,5.1,1.17,498.0,400.0,49.0,0.0,0.0,0.0,49.0,238901.1,1541.0,368146600.0,331.0,5.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89,356,989,1.07,1.08,0.1,0.0,3.09,0.0,0.0,0.0,0.0,0.1,-0.47829851508140564,1,35.9900016784668,Behavior is normal.,Normal,Low
JBW2054,Jonathan Burton Wall,ComputerScientist,Jonathan.Burton.Wall@dtaa.com,95.0,506.0,674.0,171.0,1.8,1.0,5.33,1.33,95.0,0.0,120.0,0.0,0.0,0.0,120.0,810258.2,288.0,233354340.0,192.0,7.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,275,832,1.11,0.99,1.26,0.0,3.03,0.0,0.0,0.0,0.0,1.26,-0.4586026072502136,1,35.939998626708984,Behavior is normal.,Normal,Low
MCK0435,Mira Claire Kim,PurchasingClerk,Mira.Claire.Kim@dtaa.com,472.0,2512.0,4010.0,889.0,1.88,29.0,5.32,1.6,483.0,337.0,845.0,0.0,0.0,0.0,845.0,677112.06,1793.0,1214062000.0,1104.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,424,1299,1.02,0.98,1.79,0.0,3.8,0.0,0.0,0.0,0.0,1.79,-0.473947674036026,1,35.91999816894531,Behavior is normal.,Normal,Low
BXT2678,Basil Xerxes Thompson,Scientist,Basil.Xerxes.Thompson@dtaa.com,356.0,2117.0,5289.0,677.0,1.9,42.0,5.95,2.5,372.0,0.0,1271.0,227.0,528.0,387.0,356.0,609962.6,1065.0,649610200.0,641.0,14.86,762.0,382.0,380.0,1.0,130.0,0.0,2.14,1.01,0.50551605,89,370,1136,1.03,0.98,3.57,0.64,2.99,1.48,1.09,1.07,1.07,1.0,-0.4776802062988281,1,35.91999816894531,Behavior is normal.,Normal,Low
RRS2359,Rudyard Ralph Suarez,Technician,Rudyard.Ralph.Suarez@dtaa.com,356.0,1879.0,3957.0,634.0,1.78,1.0,5.28,2.11,356.0,0.0,803.0,337.0,237.0,477.0,89.0,811891.7,366.0,297152350.0,323.0,11.12,747.0,375.0,372.0,1.0,30.0,0.0,2.1,1.01,0.50689214,60,267,710,0.96,1.13,2.26,0.95,1.03,0.67,1.34,1.05,1.04,0.25,-0.48587512969970703,1,35.88999938964844,Behavior is normal.,Normal,Low
CIY1654,Coby Isaiah Young,Salesman,Coby.Isaiah.Young@dtaa.com,356.0,2162.0,4094.0,678.0,1.9,51.0,6.07,1.89,379.0,0.0,642.0,82.0,189.0,140.0,313.0,265094.6,1697.0,449865500.0,395.0,11.5,287.0,145.0,142.0,1.0,73.0,0.0,0.81,1.02,0.611741,92,405,1183,0.97,1.03,1.8,0.23,4.77,0.53,0.39,0.41,0.4,0.88,-0.4839317500591278,1,35.86000061035156,Behavior is normal.,Normal,Low
MBH3427,Mari Breanna Henderson,Salesman,Mari.Breanna.Henderson@dtaa.com,356.0,2009.0,3972.0,744.0,2.09,94.0,5.64,1.98,376.0,0.0,1047.0,0.0,0.0,0.0,1047.0,908108.8,1805.0,1639136400.0,1501.0,11.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,444,1320,1.03,1.01,2.94,0.0,5.07,0.0,0.0,0.0,0.0,2.94,-0.48388606309890747,1,35.849998474121094,Behavior is normal.,Normal,Low
URC2874,Ursula Raven Cherry,Salesman,Ursula.Raven.Cherry@dtaa.com,435.0,2451.0,3760.0,932.0,2.14,131.0,5.63,1.53,445.0,247.0,147.0,0.0,0.0,0.0,147.0,787648.4,2236.0,1761181800.0,1913.0,8.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96,452,1345,0.91,1.01,0.34,0.0,5.14,0.0,0.0,0.0,0.0,0.34,-0.48381662368774414,1,35.84000015258789,Behavior is normal.,Normal,Low
ROA3171,Robert Otto Allen,SystemsEngineer,Robert.Otto.Allen@dtaa.com,191.0,1004.0,1319.0,397.0,2.08,63.0,5.26,1.31,203.0,0.0,136.0,0.0,0.0,0.0,136.0,651423.3,583.0,379779800.0,420.0,6.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,280,796,1.18,1.06,0.71,0.0,3.05,0.0,0.0,0.0,0.0,0.71,-0.47485819458961487,1,35.79999923706055,Behavior is normal.,Normal,Low
CGM3124,Casey Graiden Mann,Physicist,Casey.Graiden.Mann@dtaa.com,23.0,112.0,139.0,41.0,1.78,1.0,4.87,1.24,23.0,0.0,3.0,0.0,0.0,0.0,3.0,664818.4,72.0,47866924.0,47.0,6.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,266,266,1.14,3.0,0.13,0.0,3.13,0.0,0.0,0.0,0.0,0.13,-0.49103856086730957,1,35.779998779296875,Behavior is normal.,Normal,Low
FCM2190,Ferdinand Chaim Mayo,ProductionLineWorker,Ferdinand.Chaim.Mayo@dtaa.com,356.0,1595.0,4953.0,651.0,1.83,17.0,4.48,3.11,362.0,0.0,1318.0,596.0,426.0,764.0,128.0,1466550.9,125.0,183318860.0,191.0,13.91,711.0,357.0,354.0,1.0,146.0,0.0,2.0,1.01,0.43774873,34,167,590,0.87,0.85,3.7,1.67,0.35,1.2,2.15,1.0,0.99,0.36,-0.4751548171043396,1,35.720001220703125,Behavior is normal.,Normal,Low
HLO2756,Holly Lacey Odom,TestEngineer,Holly.Lacey.Odom@dtaa.com,466.0,2139.0,2582.0,554.0,1.19,43.0,4.59,1.21,563.0,245.0,33.0,0.0,0.0,0.0,33.0,211680.36,1432.0,303126270.0,273.0,5.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81,323,927,1.07,1.05,0.07,0.0,3.07,0.0,0.0,0.0,0.0,0.07,-0.4636388123035431,1,35.630001068115234,Behavior is normal.,Normal,Low
